"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001158","석불초등학교","02","공립","","N","단설","주간","19640615","19640615","5214043024","전북특별자치도 익산시 삼기면 연동리","643-2.","570823","54524","전북특별자치도 익산시 삼기면 진북로 267","(삼기면,석불초등학교)","36.0300806629","127.0065860837","063-858-7027","063-858-5310","http://seokbul.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001159","성남초등학교","02","공립","","N","단설","주간","19550412","19550412","5214038025","전북특별자치도 익산시 망성면 내촌리","92.","570880","","","","36.0994902386","127.0491725154","063-862-2744","063-862-2353","http://jbsungnam.es.kr/","","Y","20110228","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001160","성당초등학교","02","공립","","N","병설","주간","19370601","19370517","5214035024","전라북도 익산시 성당면 갈산리","615.","570850","54505","전북특별자치도 익산시 성당면 성당로 354-16","성당초등학교","36.1003460251","126.9270988487","063-862-0244","063-861-1646","http://school.jbedu.kr/jb-seongdang","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001162","성북초등학교","02","공립","","N","단설","주간","19470605","19470605","5214038021","전북특별자치도 익산시 망성면 신작리","868.","570880","54515","전북특별자치도 익산시 망성면 신작길 17-5",", 성북초등학교 (망성면, 성북초등학교)","36.1468642732","127.0087825916","063-861-8744","063-861-7769","https://school.jbedu.kr/sb/M01","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001166","여산초등학교","02","공립","","N","단설","주간","19120501","19120501","5214039021","전북특별자치도 익산시 여산면 여산리","490.","570932","54520","전북특별자치도 익산시 여산면 동헌길 14",", 여산초등학교 (여산면)","36.0590542506","127.0871599474","063-836-5163","063-836-9821","www.yeosan.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001167","영만초등학교","02","공립","","N","단설","주간","19680528","19680528","5214031022","전북특별자치도 익산시 오산면 장신리","1129번지.","570922","54657","전북특별자치도 익산시 오산면 선화로4길 42-9","(오산면, 영만초등학교)","35.9477349514","126.9309933209","063-850-4800","063-850-4809","http://www.youngman.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001168","오산남초등학교","02","공립","","N","단설","주간","19390427","19390427","5214031000","전라북도 익산시 오산면","남전리 713.","570920","54671","전북특별자치도 익산시 오산면 남전1길 27","오산남초등학교","35.9282367392","126.8931002759","063-841-1614","063-842-5767","http://www.osannam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001169","오산초등학교","02","공립","","N","병설","주간","19220401","19220401","5214031024","전라북도 익산시 오산면 오산리","11번지.","570924","54670","전북특별자치도 익산시 오산면 오산로 38","오산초등학교","35.9419282103","126.9154336616","063-841-2087","063-857-7459","http://jbosan.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001170","왕궁남초등학교","02","공립","","N","병설","주간","19760301","19760301","5214041024","전라북도 익산시 왕궁면 온수리","202-4.","570945","54577","전북특별자치도 익산시 왕궁면 학호길 12","왕궁남초등학교","35.9269015209","127.0754907396","063-291-0516","063-291-0518","http://jb-wangnam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001171","왕궁초등학교","02","공립","","N","단설","주간","19251105","19251105","5214041022","전북특별자치도 익산시 왕궁면 흥암리","150.","570940","54576","전북특별자치도 익산시 왕궁면 견우길 3",", 왕궁초등학교 (왕궁면)","35.9665062169","127.0903640402","063-834-4252","063-834-4146","https://school.jbedu.kr/wg-e","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001172","왕북초등학교","02","공립","","N","단설","주간","19490901","19490901","5214041032","전북특별자치도 익산시 왕궁면 동용리","647-2.","570940","54575","전북특별자치도 익산시 왕궁면 금광길 54-12",", 왕북초등학교 (왕궁면, 왕북초등학교)","35.9910195694","127.1040611245","063-832-4102","063-834-4169","https://school.jbedu.kr/jbwangbuk","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001173","용남초등학교","02","공립","","N","단설","주간","19570412","19570412","5214036030","전라북도 익산시 용안면 동지산리","76.","570862","54508","전북특별자치도 익산시 용안면 입산길 13","용남초등학교","36.0954569996","126.9625028754","063-861-2612","063-861-7539","https://school.jbedu.kr/yongnam/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001174","용북초등학교","02","공립","","N","단설","주간","19670406","19670406","5214036026","전라북도 익산시 용안면 법성리","375-3번지 용북 초등학교.","570863","54506","전북특별자치도 익산시 용안면 용북로 81","용북초등학교","36.1344900724","126.9470838644","063-861-3613","063-861-6548","http://yongbuk.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001175","용산초등학교","02","공립","","N","단설","주간","19540601","19540601","5214032023","전라북도 익산시 황등면 죽촌리","27-5.","570813","54529","전북특별자치도 익산시 황등면 용산로 193","용산초등학교","36.0405225781","126.9378234274","063-857-6826","063-857-6051","http://www.yongsan4u.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001176","용성초등학교","02","공립","","N","단설","주간","19600501","19600420","5214037026","전북특별자치도 익산시 낭산면 구평리","598-1.","570891","54523","전북특별자치도 익산시 낭산면 하맹길 183","(낭산면, 용성초등학교)","36.0562020151","126.9997025516","063-861-5109","063-861-7407","http://www.isyongseong.com","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001177","용안초등학교","02","공립","","N","단설","주간","19120501","19120501","5214036021","전북특별자치도 익산시 용안면 교동리","250번지.","570861","54507","전북특별자치도 익산시 용안면 용안교동1길 6-1","(용안면, 용안초등학교)","36.1204970638","126.9539912372","063-861-3610","063-861-7728","http://www.yongan.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001179","웅포초등학교","02","공립","","N","병설","주간","19081001","19081001","5214034022","전라북도 익산시 웅포면 웅포리","383번지.","570831","54501","전북특별자치도 익산시 웅포면 강변로 10-1","웅포초등학교","36.0647522454","126.8782061616","063-862-6513","063-862-6877","http://www.ungpho.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001180","이리계문초등학교","02","공립","","N","단설","주간","19210401","19210401","5214012000","전라북도 익산시 신용동","670-2.","570180","54535","전북특별자치도 익산시 계문길 79-8","이리계문초등학교","35.9734089285","126.9437878048","063-857-5093","063-842-5274","http://irigemn.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001181","이리고현초등학교","02","공립","","N","단설","주간","19491004","19491004","5214011400","전북특별자치도 익산시 모현동1가","73.","570965","54655","전북특별자치도 익산시 선화로23길 44",", 고현초등학교 (모현동1가)","35.9520473967","126.9469597307","063-851-2107","063-841-0096","http://irigohyeon.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001182","이리남창초등학교","02","공립","","N","병설","주간","19630119","19630119","5214011300","전북특별자치도 익산시 남중동","252-2.","570100","54592","전북특별자치도 익산시 인북로 171","(남중동, 이리남창초등학교)","35.945309019","126.9540087737","063-855-2210","063-841-0422","http://nchang.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001183","이리남초등학교","02","공립","","N","단설","주간","19530701","19530701","5214011700","전라북도 익산시 목천동","444-3.","570130","54671","전북특별자치도 익산시 번영로 2040-9","이리남초등학교","35.9143883286","126.9299631428","063-851-1413","063-837-3219","http://www.irinam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001184","이리동남초등학교","02","공립","","N","단설","주간","19920901","19920901","5214011100","전라북도 익산시 동산동","140-1.","570060","54612","전북특별자치도 익산시 동천로7길 18","이리동남초등학교","35.9315612759","126.970660958","063-842-8294","063-857-7837","http://irdongnam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001185","이리동북초등학교","02","공립","","N","병설","주간","19830901","19830901","5214012200","전라북도 익산시 영등동","260-5.","570160","54628","전북특별자치도 익산시 고봉로 190-3","이리동북초등학교","35.9497550836","126.9687611007","063-857-1281","063-842-5550","https://school.jbedu.kr/iridongbuk","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001186","이리동산초등학교","02","공립","","N","병설","주간","19410410","19410410","5214011100","전라북도 익산시 동산동","220.","570060","54608","전북특별자치도 익산시 평동로23길 46","이리동산초등학교","35.9322189884","126.9633868421","063-857-2230","063-842-6590","https://school.jbedu.kr/iridongsan","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001187","이리동초등학교","02","공립","","N","단설","주간","19800901","19800901","5214012200","전라북도 익산시 영등동","155번지.","570160","54638","전북특별자치도 익산시 동서로51길 57","이리동초등학교","35.9574176338","126.9777546558","063-830-6805","063-831-6535","school.jbedu.kr/iridong-e","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001188","이리마한초등학교","02","공립","","N","병설","주간","20000301","20000301","5214012200","전라북도 익산시 영등동","817.","570160","54541","전북특별자치도 익산시 무왕로17길 47","이리마한초등학교","35.9629297848","126.9786843132","063-831-6001","063-831-6017","https://school.jbedu.kr/mahan","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001189","이리모현초등학교","02","공립","","N","단설","주간","19940526","19960301","5214011400","전라북도 익산시 모현동1가","264-7.","570967","54660","전북특별자치도 익산시 배산로14길 12-4","이리모현초등학교","35.9453459467","126.9397068678","063-858-2450","063-858-2453","http://www.mohyeon.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001190","이리백제초등학교","02","공립","","N","단설","주간","20000302","20000302","5214012200","전라북도 익산시 영등동","813 번지.","570160","54542","전북특별자치도 익산시 궁동로 29","이리백제초등학교","35.962806321","126.9741303261","063-831-3477","063-831-3473","http://www.irbj.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001191","이리부송초등학교","02","공립","","N","단설","주간","19940301","19930403","5214013400","전북특별자치도 익산시 부송동","1047.","570973","54568","전북특별자치도 익산시 부송로2길 27",", 이리부송초등학교 (부송동, 이리부송초등학교)","35.9558513728","126.9937171555","063-830-8600","063-831-0089","iribusong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001192","이리부천초등학교","02","공립","","N","단설","주간","19970315","19970315","5214013400","전라북도 익산시 부송동","1070.","570360","54564","전북특별자치도 익산시 부송1로 32","이리부천초등학교","35.9565752704","126.9855985427","063-831-8401","063-831-8404","ibc.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001193","이리북일초등학교","02","공립","","N","단설","주간","19380309","19380309","5214012100","전북특별자치도 익산시 신동","764-1.","570170","54646","전북특별자치도 익산시 동서로19길 100",", 교무실 (신동, 이리북일초등학교)","35.963007691","126.9593019427","063-857-9727","063-841-6996","http://iribukil.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001194","이리북초등학교","02","공립","","N","단설","주간","19741005","19741005","5214011300","전라북도 익산시 남중동","7-4.","570954","54623","전북특별자치도 익산시 인북로58길 11","이리북초등학교","35.9526078914","126.9608369124","063-857-9163","063-842-0389","http://school.jbedu.kr/iribuk-e","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001195","이리삼성초등학교","02","공립","","N","단설","주간","19471021","19471021","5214013200","전라북도 익산시 임상동","227-1.","570380","54531","전북특별자치도 익산시 하나로15길 17-7","이리삼성초등학교","35.9882973142","126.9760249309","063-834-1048","063-834-0788","http://www.jb-samsung.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001196","이리서초등학교","02","공립","","N","단설","주간","19830407","19830407","5214011300","전북특별자치도 익산시 남중동","458-7.","570100","54662","전북특별자치도 익산시 익산대로 213",", 이리서초등학교 (남중동)","35.9457827788","126.9488303549","063-852-1880","063-841-7609","http://iriseo.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001197","이리석암초등학교","02","공립","","N","단설","주간","19630430","19630430","5214013600","전북특별자치도 익산시 석암동","215-1번지.","570330","54590","전북특별자치도 익산시 서동로46길 119","(석암동, 석암초등학교)","35.9355733109","127.0082338759","063-834-1297","063-835-1296","http://www.iriseogam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001198","이리송학초등학교","02","공립","","N","병설","주간","19491004","19490913","5214011600","전라북도 익산시 송학동","109.","570080","54667","전북특별자치도 익산시 학곤로 57","이리송학초등학교","35.937000881","126.9405886942","063-855-3606","063-841-6722","http://www.irisonghak.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001199","이리신동초등학교","02","공립","","N","단설","주간","19920901","19920901","5214012100","전라북도 익산시 신동","626-2.","570976","54543","전북특별자치도 익산시 무왕로 981","이리신동초등학교","35.9616439701","126.9677143753","063-858-5063","063-841-7131","http://irisindong.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001200","이리신흥초등학교","02","공립","","N","단설","주간","19570415","19570415","5214012500","전북특별자치도 익산시 금강동","358.","570150","54614","전북특별자치도 익산시 하나로3길 10",", 이리신흥초등학교 (금강동, 신흥초등학교)","35.9349048187","126.978900178","063-851-4725","063-842-1187","school.jbedu.kr/irisinheung","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001201","익산어양초등학교","02","공립","","N","단설","주간","20010901","20010901","5214012300","전라북도 익산시 어양동","692.","570210","54553","전북특별자치도 익산시 하나로10길 23","익산어양초등학교","35.9616904136","126.983322853","063-835-8103","063-835-8104","https://school.jbedu.kr/eoyang-e","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001202","이리영등초등학교","02","공립","","N","단설","주간","19970303","19970303","5214012200","전북특별자치도 익산시 영등동","762.","570981","54643","전북특별자치도 익산시 동서로41길 37","(영등동, 영등초등학교)","35.9532491531","126.9722579619","063-835-0767","063-835-0769","http://www.iryd.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001203","이리중앙초등학교","02","공립","","N","단설","주간","19451019","19451019","5214010700","전라북도 익산시 갈산동","47.","570030","54601","전북특별자치도 익산시 인북로 77","이리중앙초등학교","35.9367715479","126.9517130761","063-855-2135","063-842-3137","http://iricenter.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001204","이리초등학교","02","공립","","N","단설","주간","19130331","19130331","5214011200","전라북도 익산시 마동","260-2번지.","570963","54596","전북특별자치도 익산시 중앙로15길 20","이리초등학교","35.9403937622","126.9593312718","063-855-1500","063-842-5661","http://iri.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001205","이리팔봉초등학교","02","공립","","N","단설","주간","19210501","19210501","5214012700","전라북도 익산시 팔봉동","400.","570300","54582","전북특별자치도 익산시 무왕로31길 10","이리팔봉초등학교","35.9673507066","127.0124655161","063-835-2944","063-835-5472","http://www.iripalbong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001206","익산초등학교","02","공립","","N","단설","주간","19980902","19980902","5214012300","전라북도 익산시 어양동","593.","570210","54640","전북특별자치도 익산시 동서로61길 27-38","익산초등학교","35.9545268139","126.9797861612","063-831-4383","063-831-4386","http://iksan.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001207","천서초등학교","02","공립","","N","단설","주간","19380515","19380515","5214042027","전라북도 익산시 춘포면 천서리","85-2.","570950","54580","전북특별자치도 익산시 춘포면 천서길 221","천서초등학교","35.9462388977","127.0360344199","063-834-0544","063-834-5888","http://cheonseo.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001208","춘포초등학교","02","공립","","N","단설","주간","19230601","19230425","5214042000","전라북도 익산시 춘포면","춘포길 450.","570950","54581","전북특별자치도 익산시 춘포면 춘포로 408","춘포초등학교","35.9023711502","127.0114007594","063-842-8211","063-842-3448","https://school.jbedu.kr/chunpo","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001209","함라초등학교","02","공립","","N","단설","주간","19080918","19080918","5214033021","전북특별자치도 익산시 함라면 함열리","139-1.","570841","54502","전북특별자치도 익산시 함라면 함라1길 66","(함라면,함라초등학교)","36.0596946998","126.9111744504","063-856-9851","063-856-7351","http://www.hamra.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001210","함열초등학교","02","공립","","N","단설","주간","19290504","19290504","5214025000","전북특별자치도 익산시 함열읍","와리 220-11.","570800","54511","전북특별자치도 익산시 함열읍 함열8길 2","(함열읍, 함열초등학교)","36.0792033891","126.9651662043","063-861-0225","063-862-1281","http://hamyol.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001211","황등남초등학교","02","공립","","N","병설","주간","19710401","19710301","5214032021","전라북도 익산시 황등면 황등리","963.","570810","54534","전북특별자치도 익산시 황등면 황등서로 44","황등남초등학교","36.0032986756","126.9388242703","063-856-6333","063-856-4602","www.hnam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001212","황등초등학교","02","공립","","N","단설","주간","19270605","19240504","5214032021","전북특별자치도 익산시 황등면 황등리","725.","570814","54533","전북특별자치도 익산시 황등면 황금로 17-6","(황등면,황등초등학교)","36.0095993455","126.9447071861","063-856-6278","063-858-5851","http://school.jbedu.kr/hwangdeung/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001213","흥왕초등학교","02","공립","","N","단설","주간","19370601","19370601","5214044021","전북특별자치도 익산시 용동면 흥왕리","221.","570871","54513","전북특별자치도 익산시 용동면 흥왕1길 17",", 흥왕초등학교 (용동면, 흥왕초등학교)","36.1050770308","126.9970458863","063-862-4281","063-862-4280","www.h-w.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001308","갈담초등학교","02","공립","","N","단설","주간","19210512","19200526","5275039023","전라북도 임실군 강진면 갈담리","323-1.","566862","55939","전북특별자치도 임실군 강진면 호국로 65","갈담초등학교","35.5318733677","127.1654097288","063-643-1895","063-643-2384","http://jb-galdam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001311","관촌초등학교","02","공립","","N","단설","주간","19210501","19210501","5275038026","전북특별자치도 임실군 관촌면 관촌리","502.","566810","55910","전북특별자치도 임실군 관촌면 사선6길 11","(관촌면, 관촌 초등학교)","35.6767107885","127.270963251","063-643-2455","063-643-1587","https://school.jbedu.kr/jb-kwanchon","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001313","대리초등학교","02","공립","","N","단설","주간","19490410","19490330","5275033022","전라북도 임실군 신평면 대리","289번지.","566822","55913","전북특별자치도 임실군 신평면 대리로 187","대리초등학교","35.6594459046","127.2693367212","063-642-0778","063-643-2456","http://daery.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001314","덕치초등학교","02","공립","","N","단설","주간","19360610","19360610","5275040026","전라북도 임실군 덕치면 일중리","221.","566872","55943","전북특별자치도 임실군 덕치면 인덕로 1217","덕치초등학교","35.4962365723","127.1481258503","063-643-5063","063-643-2382","http://www.duckchi.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001316","삼계초등학교","02","공립","","N","병설","주간","19191010","19191010","5275037028","전라북도 임실군 삼계면 삼계리","185.","566912","55946","전북특별자치도 임실군 삼계면 삼계1길 20-3","삼계초등학교","35.5072290524","127.2769711026","063-642-7506","063-642-1053","https://school.jbedu.kr/samgye/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001318","성수초등학교","02","공립","","N","단설","주간","19280601","19280601","5275034022","전라북도 임실군 성수면 양지리","675.","566880","55918","전북특별자치도 임실군 성수면 임진로 189","성수초등학교","35.6297486069","127.3308420024","063-642-9011","063-642-1051","https://school.jbedu.kr/sungsu","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001319","신덕초등학교","02","공립","","N","병설","주간","19590212","19590212","5275036021","전북특별자치도 임실군 신덕면 수천리","815.","566830","55902","전북특별자치도 임실군 신덕면 수지로 56","(신덕면,신덕초등학교)","35.6825863243","127.1762898259","063-643-0405","063-643-2385","http://sindeok.es.kr","남녀공학","Y","20250228","Y"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001320","신평초등학교","02","공립","","N","단설","주간","19350501","19350501","5275033024","전라북도 임실군 신평면 원천리","139.","566820","55911","전북특별자치도 임실군 신평면 가덕로 683","신평초등학교","35.6573020918","127.2267243753","063-643-7005","063-643-2380","http://sinpyung.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001322","오수초등학교","02","공립","","N","단설","주간","19170401","19170401","5275035521","전라북도 임실군 오수면 오수리","400.","566895","55951","전북특별자치도 임실군 오수면 충효로 2059","오수초등학교","35.5426115121","127.3283047059","063-642-5005","063-642-1891","https://school.jbedu.kr/osu/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001323","운암초등학교","02","공립","","N","병설","주간","19240510","19240510","5275032026","전라북도 임실군 운암면 쌍암리","617-5.","566843","55904","전북특별자치도 임실군 운암면 상운길 12","운암초등학교","35.6637980545","127.1568548341","063-643-0005","063-643-6706","http://www.jb-unam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001324","마암초등학교","02","공립","","N","단설","주간","19671118","19671118","5275032030","전라북도 임실군 운암면 마암리","700.","566842","55906","전북특별자치도 임실군 운암면 마암2길 84","마암초등학교","35.6026680931","127.1046242266","063-222-6090","063-222-6095","https://school.jbedu.kr/jbmaam","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001325","임실기림초등학교","02","공립","","N","단설","주간","19561120","19561120","5275025024","전북특별자치도 임실군 임실읍 두곡리","58.","566803","55923","전북특별자치도 임실군 임실읍 봉황로 369","(임실읍, 임실 기림 초등학교)","35.6286168352","127.2901860019","063-642-2155","063-643-2453","https://school.jbedu.kr/isklim/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001327","임실초등학교","02","공립","","N","단설","주간","19110630","19110630","5275025021","전북 임실군 임실읍 성가리","205.","566806","55930","전북특별자치도 임실군 임실읍 봉황로 64-12","임실초등학교","35.6079919252","127.2715612986","063-643-5752","063-643-2452","www.imsil.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001328","지사초등학교","02","공립","","N","단설","주간","19260510","19260510","5275041026","전북특별자치도 임실군 지사면 방계리","655.","566920","55921","전북특별자치도 임실군 지사면 방계3길 10",", 지사초등학교 (지사면)","35.5645112013","127.3565472754","063-642-4064","063-642-1052","http://www.jisa.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도임실교육지원청","전북특별자치도 임실군","S130001329","청웅초등학교","02","공립","","N","단설","주간","19220316","19220316","5275031000","전라북도 임실군 청웅면","111.","566850","55934","전북특별자치도 임실군 청웅면 청웅로 188","청웅초등학교","35.5713513814","127.2046395373","063-643-9470","063-643-2383","www.chung-w.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001352","계남초등학교","02","공립","","N","단설","주간","19340501","19340501","5274035025","전라북도 장수군 계남면 화음리","971번지.","597831","55623","전북특별자치도 장수군 계남면 조곡길 1","계남초등학교","35.7020438825","127.5784880817","063-352-0909","063-353-1906","http://www.gn.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001353","계북초등학교","02","공립","","N","병설","주간","19280610","19280610","5274036024","전북특별자치도 장수군 계북면 어전리","742번지.","597861","55602","전북특별자치도 장수군 계북면 문성길 7","(계북면, 계북초등학교)","35.7875328029","127.6170732422","063-352-1108","063-353-1908","http://gb.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001358","번암초등학교","02","공립","","N","병설","주간","19190627","19190627","5274032028","전북특별자치도 장수군 번암면 노단리","453번지.","597812","55659","전북특별자치도 장수군 번암면 동강길 21","(번암면, 번암초등학교)","35.5344728678","127.5472755418","063-353-5546","063-353-1912","http://www.beonam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001359","번암초등학교동화분교장","02","공립","","Y","병설","주간","19350415","19810427","5274032026","전북특별자치도 장수군 번암면 동화리","754번지.","597814","55654","전북특별자치도 장수군 번암면 지지로 610","(번암면, 동화분교)","35.5680560904","127.557235309","063-353-5512","063-353-1931","http://www.dh.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도장수교육지원청","전북특별자치도 장수군","S130001360","산서초등학교","02","공립","","N","단설","주간","19240610","19240610","5274031034","전라북도 장수군 산서면 동화리","208번지.","597822","55647","전북특별자치도 장수군 산서면 동백로 7","산서초등학교","35.5872276572","127.3946301973","063-351-4138","063-351-1902","http://www.jb-sanseo.es.kr","남녀공학","N","","N"
